"Gene","N_Patients","Pct_Patients","Silent","Missense","Truncating","Total","Pct_Silent","Pct_Trunc","Trunc_Mis_Ratio","Pattern","Pathway","Function","GAMBL_Patients","GAMBL_Missense","GAMBL_Truncating","GAMBL_Total","GAMBL_Pct_Pts","GAMBL_Pct_Trunc","Corrected_Class","Mechanism","Final_Class","In_GAMBL","Validation"
"PCDHB6",6,4.4,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"PCDHB7",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PCDHGA10",3,2.2,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PDE3A",4,3,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"PGR",5,3.7,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PHIP",5,3.7,0,4,2,6,0,33.3,0.5,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"PIWIL1",6,4.4,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PLCH1",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PLEC",5,3.7,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"POM121L12",3,2.2,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"PRRC2C",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PSD3",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PTCHD2",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PTPRB",5,3.7,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"PTPRC",6,4.4,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"PTPRO",4,3,2,2,2,6,33.3,33.3,1,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"RANBP17",5,3.7,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"RANBP2",6,4.4,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"RBP3",5,3.7,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"RHOA",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,30,32,0,32,3.1,0,"Dominant Negative","GTPase-dead mutations (LoF mechanism)","Dominant Negative",TRUE,"?"
"RIMS1",6,4.4,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"RNF148",3,2.2,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"RP1L1",6,4.4,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"RYR3",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SALL3",6,4.4,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SCN3A",5,3.7,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"SCN9A",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SEMA3D",3,2.2,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SIPA1L2",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SLC13A1",6,4.4,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SLC5A12",3,2.2,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SLC5A8",5,3.7,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"SLITRK4",4,3,2,2,2,6,33.3,33.3,1,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"SORL1",5,3.7,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SPAG17",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SPATA31E1",6,4.4,2,3,1,6,33.3,16.7,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"SPTLC3",6,4.4,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"SVEP1",5,3.7,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"TCEB3B",4,3,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"TENM1",5,3.7,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"THBS2",2,1.5,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"THSD7B",5,3.7,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"TIAM1",4,3,2,4,0,6,33.3,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"TMEM132B",6,4.4,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"TPO",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"TPP2",6,4.4,0,3,3,6,0,50,1,"Strong LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"TPTE",6,4.4,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"TRPC5",5,3.7,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"WNK1",4,3,0,5,1,6,0,16.7,0.2,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"WSCD1",6,4.4,1,4,1,6,16.7,16.7,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"WWC3",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"WWOX",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"WWP1",2,1.5,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"XPO1",6,4.4,0,6,0,6,0,0,0,"Hotspot/GoF",NA,NA,21,15,6,21,2.2,28.6,"Oncogene (E571K)","Nuclear export - recurrent hotspot","Oncogene (E571K)",TRUE,"⚠ Check"
"ZBED1",4,3,3,2,1,6,50,16.7,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ZFP42",2,1.5,3,3,0,6,50,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ZIC1",3,2.2,4,2,0,6,66.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ZNF106",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ZNF184",2,1.5,1,3,2,6,16.7,33.3,0.667,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"ZNF91",4,3,1,5,0,6,16.7,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ABCA2",5,3.7,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ADAMTS17",5,3.7,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ADAR",5,3.7,0,3,2,5,0,40,0.667,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"ADCY1",4,3,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ADCY8",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ADRA1A",3,2.2,2,2,1,5,40,20,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"AGMO",3,2.2,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ALDH1L1",5,3.7,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"AMY2B",1,0.7,3,2,0,5,60,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ANKRD11",3,2.2,0,4,1,5,0,20,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ANKS1B",5,3.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ANKS3",5,3.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ANO3",4,3,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ANO4",4,3,0,4,1,5,0,20,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"AOX1",5,3.7,1,2,2,5,20,40,1,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"APOB",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ARHGAP10",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ARHGAP21",2,1.5,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ARHGAP32",6,4.4,3,2,0,5,60,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ARHGEF28",5,3.7,2,2,1,5,40,20,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ARID1B",4,3,1,3,1,5,20,20,0.333,"Mixed",NA,NA,82,78,8,86,8.5,9.3,NA,NA,"Unclear",TRUE,"?"
"ARID5B",5,3.7,1,3,1,5,20,20,0.333,"Mixed",NA,NA,32,32,4,36,3.3,11.1,NA,NA,"Unclear",TRUE,"?"
"ASH1L",4,3,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"ASPM",5,3.7,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"ATP10A",3,2.2,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"ATP8A2",4,3,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"BAZ2B",5,3.7,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"BCHE",1,0.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"BCL7A",3,2.2,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,44,39,9,48,4.5,18.8,NA,NA,"aSHM Target",TRUE,"N/A (no silent)"
"BEND3",3,2.2,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"BICD2",4,3,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"BOD1L1",2,1.5,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"BRD1",5,3.7,0,3,2,5,0,40,0.667,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"BRINP1",2,1.5,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"BTBD3",5,3.7,4,1,0,5,80,0,0,"aSHM Passenger",NA,NA,15,14,1,15,1.5,6.7,NA,NA,"aSHM Target",TRUE,"N/A (no silent)"
"BTK",5,3.7,1,2,2,5,20,40,1,"LoF Selection",NA,NA,28,28,0,28,2.9,0,NA,NA,"Tumor Suppressor",TRUE,"~ Partial"
"C10orf12",5,3.7,0,1,4,5,0,80,4,"Strong LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"C10orf90",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"C1orf87",5,3.7,2,2,1,5,40,20,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"CACNA1G",5,3.7,0,4,1,5,0,20,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"CACNA2D3",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CADPS",4,3,3,2,0,5,60,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CCDC102B",4,3,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"CD163L1",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CDC42BPG",3,2.2,2,2,1,5,40,20,0.5,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"CDH22",4,3,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CEP112",4,3,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CFH",2,1.5,2,1,2,5,40,40,2,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"CHD1",4,3,2,2,1,5,40,20,0.5,"Mixed",NA,NA,37,32,6,38,3.8,15.8,NA,NA,"Unclear",TRUE,"?"
"CHDC2",3,2.2,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CHRM3",4,3,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"CIT",3,2.2,3,2,0,5,60,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CKAP5",5,3.7,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"CLSTN3",3,2.2,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CNTNAP5",3,2.2,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"COL24A1",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"COL25A1",4,3,2,1,2,5,40,40,2,"LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"COL6A1",5,3.7,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"COL8A1",3,2.2,3,2,0,5,60,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CPNE4",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CRIM1",5,3.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"CSGALNACT1",2,1.5,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"CSMD2",4,3,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"CSPG4",5,3.7,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"CTTNBP2",4,3,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"CYFIP1",4,3,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DCDC1",3,2.2,1,1,3,5,20,60,3,"Strong LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"DFNB31",5,3.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DHX34",3,2.2,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DIAPH1",2,1.5,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"DIAPH2",5,3.7,0,4,1,5,0,20,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"DISP1",4,3,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"DNAH2",4,3,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DNER",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DOCK2",5,3.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DOCK4",3,2.2,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DOPEY1",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DSC2",3,2.2,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DYNC2H1",5,3.7,3,2,0,5,60,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"DZIP1",5,3.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"EGFLAM",4,3,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"EHBP1",5,3.7,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ENPEP",4,3,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"EPHA3",2,1.5,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"EPHA6",4,3,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"ERC2",5,3.7,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"FAM179B",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FAM83B",3,2.2,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FANCA",5,3.7,3,1,1,5,60,20,1,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"FAT2",5,3.7,1,1,3,5,20,60,3,"Strong LoF Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumor Suppressor",FALSE,"-"
"FEZF1",3,2.2,0,4,1,5,0,20,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"FGFR2",4,3,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FLG2",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FLNB",4,3,3,2,0,5,60,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FLNC",5,3.7,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FLRT3",4,3,1,4,0,5,20,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FMN2",5,3.7,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"FRYL",4,3,0,4,1,5,0,20,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"FTMT",4,3,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"FUBP1",4,3,1,2,2,5,20,40,1,"LoF Selection",NA,NA,17,12,5,17,1.8,29.4,NA,NA,"Tumor Suppressor",TRUE,"✓ Yes"
"GAB2",4,3,0,5,0,5,0,0,0,"Hotspot/GoF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putative Oncogene",FALSE,"-"
"GABRA2",4,3,1,3,1,5,20,20,0.333,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
"GALNT13",4,3,2,3,0,5,40,0,0,"aSHM Passenger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aSHM Target",FALSE,"-"
"GBP1",4,3,0,4,1,5,0,20,0.25,"Mixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear",FALSE,"-"
